"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"121","Alex DeBrincat","CHI","L, R","224","632.26666666667","2.822619047619","2.66","1.9","1.42","0.47","4.56","64.86","11.29","23.53","1.59","22.59","16.23","13.76","3.61","0.09","1.52","0.66","0.19","0.09","0.09","0","0.28","1.42","0.76","0.57","2.66","0.19","0.38","0.76","3.16"
"54","Tomas Tatar","DET, MTL, VGK","L","224","500.11666666667","2.2326636904762","2.52","1.68","0.72","0.96","4.2","59.32","12.96","19.44","1.38","22.79","17.76","12.24","3.6","0.48","1.32","1.32","0.48","0.36","0.12","0","0.24","2.04","1.32","0.84","2.88","0.24","0","0.48","0.00"
"21","Phil Kessel","ARI, PIT","C, R","227","783.66666666667","3.4522760646109","2.53","4.75","2.6","2.14","7.27","77.24","11.94","21.15","1.43","21.44","14.62","12.33","3.52","0.08","2.07","0.92","0.46","0.46","0","0","0","3.22","0.15","0.08","1.15","0.23","0.08","0.08","3.83"
"70","Mark Stone","OTT, VGK","R","196","529.53333333333","2.7017006802721","1.59","3.85","2.61","1.25","5.44","71.64","10.31","15.38","1.38","20.06","14.16","12.01","3.51","0.11","2.15","1.59","0.45","0.23","0.23","0","0.34","2.72","1.36","1.36","0.91","0","1.36","1.36","5.67"
"72","Vincent Trocheck","FLA","C","190","523.31666666667","2.754298245614","1.83","3.32","1.26","2.06","5.16","66.18","13.19","13.91","1.72","24.65","20.06","11.69","3.44","0.11","1.03","2.29","1.15","1.15","0","0","0.92","2.52","0.46","0.69","3.67","0.34","20.41","13.64","6.87"
"123","Clayton Keller","ARI","C, R","227","715.73333333333","3.1530102790015","0.75","3.77","1.93","1.84","4.53","72.00","13.08","5.77","1.45","23.47","17.69","11.82","3.35","0.17","2.1","0.34","0.17","0.17","0","0","0.25","1.93","0.67","0.42","3.02","0.08","0.67","1.59","2.48"
"26","Logan Couture","S.J","C","204","605.01666666667","2.9657679738562","1.59","3.07","1.39","1.69","4.66","58.75","16.07","9.88","1.48","30.15","21.82","13.19","3.27","0.2","2.18","0.6","0.2","0.2","0","0","0.3","2.38","0.79","0.4","2.08","0.4","2.48","2.68","4.77"
"102","Max Domi","ARI, MTL","C, L","226","571.98333333333","2.5308997050147","0.63","2.62","1.15","1.47","3.25","57.41","9.97","6.32","1.12","19.09","13.11","8.18","3.15","0.1","1.99","4.62","1.99","1.78","0.21","0","0.42","3.25","1.15","0.31","1.99","0","17.2","16.05","5.43"
"94","Nathan MacKinnon","COL","C","215","842.25","3.9174418604651","2.42","4.49","2.49","1.99","6.91","74.62","17.31","13.99","1.72","29.78","22.65","14.03","3.13","0.28","2.14","0.85","0.43","0.43","0","0","0.28","2.21","0.36","0.93","1.71","0.07","10.61","11.75","3.38"
"90","Filip Forsberg","NSH","L","184","540.25","2.9361413043478","2.78","1.89","1.44","0.44","4.66","68.85","15.66","17.73","1.74","32.32","22.66","13.99","3.11","0","1.67","2.33","1","0.89","0.11","0","0","4","0.44","0.44","1.67","0.22","0.11","0.56","1.85"
"9","Evgeni Malkin","PIT","C","190","667.7","3.5142105263158","2.52","5.03","2.07","2.97","7.55","75.68","15.37","16.37","1.54","26.24","19.05","12.58","2.97","0.18","2.43","4.04","1.53","1.35","0.09","0.09","0.18","3.59","0.9","0.63","2.16","0.36","5.75","5.57","4.56"
"114","Brock Boeser","VAN","R","187","661.38333333333","3.5368092691622","1.91","2.81","1.27","1.54","4.72","61.18","16.6","11.48","1.58","30.75","21.95","13.79","2.81","0","1.36","0.54","0.27","0.27","0","0","0.36","1.63","0.18","0.27","1.91","0.18","0.36","0.36","4.54"
"65","Ryan Johansen","NSH","C","218","654","3","0.37","3.3","1.1","2.2","3.67","58.82","6.79","5.41","0.85","11.65","9.08","6.33","2.75","0","0.83","2.11","0.92","0.83","0.09","0","0.28","2.94","0.64","1.01","2.11","0.28","25.5","20.92","5.04"
"115","Mathew Barzal","NYI","C","223","645.78333333333","2.895889387145","1.11","3.9","1.58","2.32","5.02","65.85","8.55","13.04","1.01","12.45","10.13","8.27","2.69","0","0.65","1.49","0.74","0.74","0","0","0.46","5.02","1.3","0.28","1.77","0.09","3.53","4.46","4.11"
"28","Patrick Kane","CHI","R","223","793.48333333333","3.55822122571","1.51","3.86","2.19","1.66","5.37","76.34","15.65","9.66","1.56","28.13","19.89","13.16","2.57","0.23","1.66","1.21","0.6","0.6","0","0","0.23","1.44","0.3","0.23","2.8","0.08","0.08","0.08","3.78"
"112","Mikko Rantanen","COL","R","197","750.35","3.808883248731","2.88","3.68","2.08","1.6","6.56","70.09","11.11","25.90","1.25","20.31","15.51","9.04","2.56","0","1.12","1.28","0.64","0.64","0","0","0.48","1.44","0.64","0.48","1.52","0.32","2.24","2.08","4.15"
"13","Anze Kopitar","L.A","C","223","641.26666666667","2.8756352765321","1.22","4.77","2.43","2.34","5.99","80.00","9.17","13.27","1","18.25","12.07","7.58","2.53","0.19","1.31","0.37","0.19","0.19","0","0","0.28","2.43","0.28","0.28","2.06","0","30.97","25.08","5.17"
"71","Johnny Gaudreau","CGY","L","223","744.88333333333","3.3402840059791","1.05","4.35","2.26","2.09","5.4","66.34","10.79","9.70","1.25","21.18","15.47","9.18","2.5","0.08","2.17","1.45","0.4","0.32","0","0.08","0.4","4.83","0.4","0.08","1.21","0","0.08","0.16","2.68"
"31","Jakub Voracek","PHI","R","220","718.61666666667","3.2664393939394","1.09","4.51","2.59","1.92","5.59","68.37","12.86","8.44","1.22","24.8","17.87","8.93","2.5","0.17","2.5","1.34","0.67","0.67","0","0","0.33","2.5","0.83","0.25","1.17","0.08","0.17","0","8.35"
"89","Teuvo Teravainen","CAR","L","223","618.45","2.7733183856502","1.55","4.56","2.81","1.75","6.11","76.83","13","11.94","1.43","26.1","18.63","10.77","2.43","0.19","2.33","0.58","0.29","0.29","0","0","0.19","2.33","0.78","0.29","1.46","0.29","0.19","0.58","2.43"
"58","Mats Zuccarello","DAL, MIN, NYR","C, R","183","500.96666666667","2.7375227686703","0.96","3.71","1.68","2.04","4.67","59.09","8.74","10.96","1","15.57","12.1","6.83","2.4","0","1.44","1.44","0.72","0.72","0","0","0.36","3.11","0.72","0.84","2.99","0.12","0.84","0.96","5.59"
"122","Patrik Laine","WPG","R","223","733.61666666667","3.2897608370703","3.35","2.04","1.15","0.9","5.4","55.93","17.91","18.72","1.94","36.48","28.05","12.19","2.21","0.25","1.06","1.96","0.98","0.98","0","0","0.08","2.37","0.9","0.49","0.74","0","0.16","0.57","1.82"
"61","Vladimir Tarasenko","STL","R","166","517.31666666667","3.1163654618474","2.32","2.55","1.04","1.51","4.87","71.19","17.51","13.25","1.73","33.29","23.78","14.61","2.2","0.58","1.74","0.46","0.23","0.23","0","0","0.12","0.81","0.93","0.23","1.16","0.23","0","0","-"
"118","Mitchell Marner","TOR","C, R","214","547.76666666667","2.5596573208723","1.86","5.7","3.07","2.63","7.56","70.41","13.47","13.82","1.43","26.29","17.96","13.69","2.19","0.11","2.63","0.22","0.11","0.11","0","0","0.44","2.3","0.88","0.55","1.31","0.22","0.44","0.11","8.76"
"34","Steven Stamkos","T.B","C","214","743.7","3.4752336448598","3.39","3.87","2.34","1.53","7.26","68.18","17.59","19.27","1.91","33.24","25.01","16.05","2.1","0","1.45","1.05","0.4","0.32","0.08","0","0.08","2.42","0.24","0.48","1.29","0.32","13.31","9.92","4.62"
"43","Mike Hoffman","FLA, OTT","C, L","224","755.36666666667","3.3721726190476","2.62","3.26","1.27","1.99","5.88","62.18","18.11","14.47","1.6","34.08","24.54","11.99","2.07","0.08","2.07","1.27","0.64","0.64","0","0","0.24","3.81","0.79","0.32","2.22","0.16","0.64","1.19","2.76"
"36","Josh Bailey","NYI","C, R","217","535.25","2.4665898617512","1.01","5.04","2.91","2.13","6.05","77.14","9.42","10.71","0.91","16.81","11.21","9.08","1.79","0.11","1.23","2.13","0.9","0.78","0.11","0","0","4.37","0.78","0.11","1.68","0.22","4.48","4.37","5.68"
"64","Taylor Hall","ARI, N.J","L","167","546.16666666667","3.2704590818363","1.98","5.27","3.19","2.09","7.25","79.52","14.83","13.33","1.27","25.16","19.44","10.44","1.76","0.22","1.1","1.32","0.66","0.66","0","0","0.33","4.72","0.55","0.77","3.84","0.55","2.53","2.31","5.74"
"74","Nikita Kucherov","T.B","R","220","781.85","3.5538636363636","2.07","5.99","3.53","2.46","8.06","77.78","14.27","14.52","1.53","30.7","22.49","13.28","1.69","0.54","1.46","0.92","0.46","0.46","0","0","0.38","4.99","0.84","0.69","1.46","0","0","0","-"
"108","Kevin Labanc","S.J","R","218","505.53333333333","2.3189602446483","1.07","4.15","2.26","1.9","5.22","64.71","11.39","9.38","1.09","20.41","15.67","10.68","1.66","0.12","1.07","1.42","0.71","0.71","0","0","0.12","2.85","0.47","0.24","2.73","0.36","0","0.12","0.00"
"39","Roman Josi","NSH","D","216","654.41666666667","3.0297067901235","1.19","3.58","2.02","1.56","4.77","77.61","16.32","7.30","1.43","30.35","21.82","9.44","1.65","0.18","2.38","0.55","0.28","0.28","0","0","0.37","2.29","0.73","0.28","1.1","0.73","0","0","-"
"119","Artemi Panarin","CBJ, NYR","C, L","218","662.33333333333","3.0382262996942","1.72","3.53","1.54","1.99","5.25","70.73","13.95","12.34","1.39","27.99","20.29","11.78","1.45","0","1.54","1.72","0.72","0.63","0.09","0","0.18","2.17","0.27","0.45","1.18","0.09","0","0.09","0.00"
"81","Dougie Hamilton","CAR, CGY","D","211","521.88333333333","2.4733807266983","1.15","2.53","1.26","1.26","3.68","61.54","15.98","7.19","1.33","34.84","22.65","10.69","1.38","0.23","2.53","1.84","0.92","0.92","0","0","0","2.64","0.92","1.49","0.57","0.34","0","0","-"
"96","Jonathan Drouin","MTL","C, L","182","544.48333333333","2.9916666666667","0.88","3.75","2.2","1.54","4.63","70.00","10.69","8.25","0.82","18.29","13.99","6.94","1.21","0","0.66","0.66","0.33","0.33","0","0","0.55","2.64","0.88","0.33","1.32","0.22","10.03","10.03","5.51"
"35","Alex Pietrangelo","STL","D","209","625.06666666667","2.9907496012759","1.06","3.65","1.63","2.02","4.7","61.25","11.71","9.02","1","23.33","16.41","6.53","1.15","0.38","1.73","0.96","0.38","0.38","0","0","0.1","1.54","0.77","0.77","1.06","0.96","0","0","-"
"111","Jack Eichel","BUF","C","203","750.83333333333","3.6986863711002","1.52","4.08","1.84","2.24","5.59","70.00","15.42","9.84","1.31","29.09","22.14","10.79","1.12","0.08","1.76","1.44","0.56","0.56","0","0","0.08","2.88","0.32","0.96","1.84","0","18.22","14.7","4.42"
"10","Blake Wheeler","WPG","R","224","753.2","3.3625","0.96","6.37","5.1","1.27","7.33","75.41","10.91","8.76","0.94","18.72","15.45","7.89","1.12","0","1.43","1.35","0.56","0.48","0.08","0","0.24","1.91","0.24","0.16","1.75","0.32","4.54","5.34","3.66"
"60","Justin Faulk","CAR, STL","D","218","541.53333333333","2.4840978593272","1.11","2.44","1","1.44","3.55","50.00","14.63","7.58","1.25","30.8","20.61","7.98","1.11","0.11","2.55","1.88","0.78","0.66","0.11","0","0.11","1.88","1.99","1.44","1.11","0.78","0","0","-"
"8","Alex Ovechkin","WSH","L","221","996.46666666667","4.5088989441931","2.83","1.75","1.02","0.72","4.58","56.30","19.09","14.83","1.88","37.81","28.54","12.64","1.02","0.12","1.69","0.96","0.48","0.48","0","0","0","1.81","1.38","1.51","0.78","0","0","0","-"
"33","Drew Doughty","L.A","D","221","681.53333333333","3.0838612368024","1.23","3.61","1.85","1.76","4.84","67.90","14.61","8.43","1.06","26.76","18.93","7.66","0.97","0.09","2.29","1.41","0.7","0.7","0","0","0.53","1.94","0.44","1.14","1.14","0.88","0","0","-"
"20","Claude Giroux","PHI","C, R","224","763.45","3.4082589285714","1.26","4.72","2.28","2.44","5.97","71.03","11.47","10.96","1.04","20.28","14.93","6.52","0.94","0.08","1.89","0.79","0.39","0.39","0","0","0.16","1.49","0.24","0.47","2.04","0.16","32.85","21.53","4.75"
"100","Rasmus Ristolainen","BUF","D","211","637.43333333333","3.0210110584518","0.38","3.95","2.54","1.41","4.33","56.79","10.45","3.60","0.81","19.77","14.4","4.05","0.94","0","0.56","0.94","0.47","0.47","0","0","0.28","0.85","0.47","1.88","0.85","0.56","0","0","-"
"69","John Klingberg","DAL","D","195","616.33333333333","3.1606837606838","0.68","4.87","2.53","2.34","5.55","64.04","10.32","6.60","0.81","24.82","14.8","7.69","0.88","0.29","1.56","1.75","0.78","0.78","0","0","0.39","3.5","0.78","0","1.56","0.88","0","0","-"
"19","Jeff Petry","MTL","D","226","585.21666666667","2.5894542772861","1.13","3.49","2.15","1.33","4.61","64.29","10.36","10.89","0.82","24.61","15.48","5.02","0.82","0.1","0.82","1.23","0.62","0.62","0","0","0.21","1.95","1.23","1.54","1.44","0.92","0","0.1","0.00"
"116","Zach Werenski","CBJ","D","213","538.23333333333","2.526917057903","1","3.12","1.56","1.56","4.12","68.52","9.7","10.34","0.77","21.29","13.82","5.69","0.78","0","1.45","0.67","0.33","0.33","0","0","0","1.23","0.33","0.89","1","0.67","0","0","-"
"52","Nick Leddy","NYI","D","213","555.16666666667","2.6064162754304","0.43","2.49","1.4","1.08","2.92","44.26","9.29","4.65","0.71","19.45","12.86","5.08","0.76","0.11","2.16","0.86","0.43","0.43","0","0","0.32","1.51","1.3","1.19","1.19","0.43","0","0","-"
"37","Erik Karlsson","OTT, S.J","D","180","570.18333333333","3.1676851851852","0.63","4.74","2.63","2.1","5.37","72.86","8.73","7.23","0.76","22.1","13.26","5.89","0.74","0","2","1.26","0.63","0.63","0","0","0.11","2","0.95","0.84","1.58","0.53","0","0","-"
"2","Ryan Suter","MIN","D","219","660.51666666667","3.0160578386606","0.55","4.45","1.82","2.63","5","59.78","8.54","6.38","0.6","20.08","12.35","4.91","0.73","0","1.27","1.18","0.45","0.36","0.09","0","0.09","0.82","0.55","0.36","0.36","0.82","0","0","-"
"15","Kris Letang","PIT","D","194","630.91666666667","3.252147766323","1.14","3.99","2.19","1.81","5.14","51.92","7.8","14.63","0.64","17.21","9.7","5.23","0.67","0","2.09","3.04","1.52","1.52","0","0","0.38","2.95","0.86","1.24","0.95","0.76","0","0","-"
"91","Shayne Gostisbehere","PHI","D","197","660.66666666667","3.3536379018613","1.09","3.63","1.36","2.27","4.72","61.18","15.53","7.02","1.11","33.78","21.71","6.9","0.64","0.09","2.63","0.91","0.45","0.45","0","0","0.18","1","0.64","0.91","1","1.18","0","0","-"
"86","Torey Krug","BOS","D","193","712.31666666667","3.6907599309154","0.76","5.73","3.29","2.44","6.49","63.64","11.54","6.57","0.91","21.73","14.91","5.48","0.59","0","1.77","3.2","1.01","0.76","0.17","0.08","0.17","3.12","0.51","0.76","1.26","0.59","0","0","-"
"93","Shea Theodore","VGK","D","201","544.73333333333","2.7101160862355","0.55","2.97","1.43","1.54","3.52","49.23","11.23","4.90","0.8","23.35","16.19","6.17","0.55","0.11","2.64","0.77","0.22","0.11","0.11","0","0.11","1.98","1.65","0.22","0.88","0.99","0","0","-"
"47","Victor Hedman","T.B","D","205","680.31666666667","3.3186178861789","0.62","5.56","2.91","2.65","6.17","64.22","9.7","6.36","0.74","17.46","12.35","4.41","0.53","0","1.5","1.59","0.79","0.79","0","0","0.09","2.03","0.53","0.62","0.62","0.79","0","0","-"
"97","Seth Jones","CBJ","D","209","528.95","2.5308612440191","1.02","3.86","2.61","1.25","4.88","78.18","9.41","10.84","0.86","20.42","14.97","3.4","0.45","0","1.25","0.91","0.45","0.45","0","0","0","1.36","0.45","0.68","0.91","1.13","0","0","-"
"7","Mark Giordano","CGY","D","214","674.28333333333","3.1508566978193","0.53","3.11","1.33","1.78","3.65","47.13","12.01","4.44","0.91","26.43","17.08","5.07","0.44","0.18","2.31","1.87","0.8","0.71","0.09","0","0.18","1.25","0.89","0.44","0.62","1.78","0","0","-"
"83","Oscar Klefbom","EDM","D","186","567.28333333333","3.0499103942652","0.42","3.28","1.06","2.22","3.7","41.18","11.74","3.60","0.8","24.22","16.08","3.38","0.42","0.11","0.95","0.63","0.32","0.32","0","0","0.11","1.37","1.27","0.42","0.95","1.69","0","0","-"
"4","Brent Burns","S.J","D","223","729.73333333333","3.2723467862481","1.4","4.28","2.3","1.97","5.67","71.13","14.8","9.44","1.13","32.81","20.8","7.73","0.41","0.41","1.97","0.82","0.41","0.41","0","0","0","2.55","1.07","0.41","0.49","1.32","0","0","-"
"92","Will Butcher","N.J","D","215","504.6","2.346976744186","0.48","4.04","2.38","1.66","4.52","62.30","7.37","6.45","0.58","15.93","11.41","3.57","0.36","0.12","0.71","0","0","0","0","0","0","1.55","0.48","0.48","1.07","1.07","0","0","-"
"117","Thomas Chabot","OTT","D","193","524.6","2.7181347150259","0.11","3.89","1.49","2.4","4","66.04","7.55","1.52","0.57","17.38","10.64","3.89","0.34","0","1.49","1.37","0.69","0.69","0","0","0.23","2.52","0.34","0.69","2.4","1.03","0","0","-"
"50","Oliver Ekman-Larsson","ARI","D","222","706.51666666667","3.1825075075075","1.1","2.38","1.19","1.19","3.48","54.67","9.85","11.21","0.74","22.25","14.1","5.77","0.34","0.17","1.87","2.55","1.27","1.27","0","0","0.42","1.53","0.59","1.1","1.1","0.42","0","0","-"
"38","John Carlson","WSH","D","221","878.86666666667","3.9767722473605","0.61","5.46","3.48","1.98","6.08","71.20","8.67","7.09","0.76","18.91","12.63","4.64","0.27","0","1.09","0.41","0.2","0.2","0","0","0.07","1.64","2.18","1.09","0.55","1.09","0","0","-"
"55","Tyson Barrie","COL, TOR","D","207","723.63333333333","3.4958132045089","0.83","4.56","2.49","2.07","5.39","64.36","8.71","9.52","0.58","18.66","11.03","3.48","0.25","0.17","1.66","0.33","0.17","0.17","0","0","0.17","0.99","0.17","0.66","0.91","0.99","0","0","-"
"16","Keith Yandle","FLA","D","224","785.73333333333","3.5077380952381","0.76","5.12","3.05","2.06","5.88","66.38","11.53","6.62","0.75","24.05","15.65","5.27","0.23","0.08","1.68","0.61","0.31","0.31","0","0","0.15","2.44","0.99","0.15","0.31","0.99","0","0","-"
"27","P.K. Subban","N.J, NSH","D","203","551.58333333333","2.7171592775041","0.87","3.15","1.41","1.74","4.02","68.52","12.4","7.02","0.85","26.32","17.3","3.92","0","0.11","1.41","5","1.63","1.41","0","0.22","0.22","1.96","0.44","0.65","0.76","1.09","0","0","-"